lambda_nm;Rnorm_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt2_bruni_verni_tot;DR_eprouvette_2_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;DR_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;Rnorm_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_3_detrempe_pt2_bruni_verni_tot;DR_eprouvette_3_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_5_mixtion_pt1_tot;DR_eprouvette_5_mixtion_pt1_tot;Rnorm_eprouvette_6_coquille_pt1_liant_verni_tot;DR_eprouvette_6_coquille_pt1_liant_verni_tot;Rnorm_eprouvette_6_coquille_pt2_liant_eau_tot;DR_eprouvette_6_coquille_pt2_liant_eau_tot
611,8;48,1041;0,0680277;43,4458;0,0506108;5,45024;0,00576963;6,06896;0,00564495;18,8055;0,0241389;11,4289;0,0154236;17,7353;0,0262328;2,18961;0,000857669;2,24391;0,00325595
611,9;48,1109;0,0683097;4,3450E+1;0,0508872;5,45084;0,00577639;6,06953;0,00564527;18,808;0,0241509;11,4305;0,0154308;17,7379;0,0262121;2,18967;0,00086518;2,24422;0,00324295
612;48,1178;0,0685865;43,4551;0,05118;5,45143;0,00578354;6,07009;0,00564624;18,8105;0,0241647;11,4321;0,0154389;17,7406;0,0261925;2,18974;0,000873297;2,24452;0,00323024
612,1;48,1246;0,0688569;4,3460E+1;0,0514886;5,45202;0,00579115;6,07065;0,00564794;18,8129;0,0241805;11,4336;0,0154479;17,7432;0,0261745;2,1898;0,000882073;2,24483;0,00321788
612,2;48,1313;0,0691204;43,4645;0,0518124;5,4526;0,00579927;6,07121;0,00565039;18,8154;0,0241985;11,4352;0,0154578;17,7458;0,0261581;2,18987;0,000891544;2,24513;0,00320595
612,3;48,1381;0,0693771;43,4693;0,0521514;5,45318;0,00580788;6,07177;0,00565355;18,8178;0,0242188;11,4367;0,0154687;17,7484;0,0261434;2,18995;0,000901728;2,24544;0,00319451
612,4;48,1448;0,0696268;43,4741;0,0525053;5,45376;0,00581694;6,07233;0,00565737;18,8203;0,0242411;11,4383;0,0154804;17,751;0,0261304;2,19002;0,000912643;2,24574;0,00318361
612,5;48,1515;0,0698698;43,479;0,0528739;5,45434;0,00582644;6,07288;0,00566181;18,8227;0,0242655;11,4398;0,0154931;17,7536;0,0261192;2,1901;0,000924305;2,24604;0,0031733
612,6;48,1583;0,070106;43,4839;0,053257;5,45491;0,00583634;6,07343;0,00566682;18,8252;0,024292;11,4413;0,0155067;17,7562;0,0261097;2,19019;0,00093673;2,24634;0,00316366
612,7;48,1651;0,0703356;43,4889;0,0536545;5,45549;0,00584663;6,07399;0,00567235;18,8276;0,0243203;11,4428;0,0155212;17,7587;0,0261021;2,19027;0,000949934;2,24664;0,00315472
612,8;48,1719;0,0705584;43,4939;0,0540662;5,45606;0,00585728;6,07454;0,00567836;18,83;0,0243506;11,4444;0,0155366;17,7613;0,0260962;2,19036;0,000963933;2,24694;0,00314655
612,9;48,1787;0,0707747;43,499;0,0544918;5,45663;0,00586826;6,07508;0,00568478;18,8325;0,0243826;11,4459;0,0155529;17,7638;0,0260922;2,19046;0,000978744;2,24724;0,00313921
613;48,1856;0,0709844;43,5042;0,0549312;5,45721;0,00587955;6,07563;0,00569158;18,8349;0,0244164;11,4474;0,0155701;17,7664;0,0260901;2,19056;0,000994383;2,24753;0,00313275
613,1;48,1925;0,0711877;43,5094;0,0553843;5,45778;0,00589113;6,07618;0,00569872;18,8374;0,0244519;11,449;0,0155882;17,769;0,0260898;2,19066;0,00101086;2,24783;0,00312722
613,2;48,1995;0,0713849;43,5148;0,0558516;5,45835;0,00590305;6,07672;0,00570621;18,8398;0,0244891;11,4505;0,0156073;17,7715;0,0260915;2,19077;0,00102815;2,24812;0,0031226
613,3;48,2066;0,0715766;43,5201;0,0563342;5,45893;0,00591541;6,07727;0,0057141;18,8422;0,0245282;11,4521;0,0156274;17,7741;0,0260953;2,19088;0,00104619;2,24842;0,00311884
613,4;48,2137;0,0717633;43,5256;0,0568333;5,4595;0,00592832;6,07782;0,00572248;18,8447;0,0245691;11,4536;0,0156485;17,7766;0,0261013;2,19099;0,00106491;2,24871;0,00311586
613,5;48,2208;0,0719456;4,3531E+1;0,0573499;5,46008;0,00594189;6,07836;0,00573141;18,8471;0,024612;11,4552;0,0156709;17,7792;0,0261096;2,19111;0,00108426;2,24901;0,00311357
613,6;4,8228E+1;0,0721243;43,5368;0,0578854;5,46067;0,00595623;6,07891;0,00574096;18,8496;0,0246569;11,4568;0,0156945;17,7817;0,0261204;2,19123;0,00110416;2,2493;0,00311191
613,7;48,2353;0,0722998;43,5425;0,0584409;5,46125;0,00597146;6,07947;0,0057512;18,852;0,0247041;11,4584;0,0157195;17,7843;0,0261337;2,19135;0,00112454;2,24959;0,0031108
613,8;48,2425;0,0724729;43,5482;0,0590175;5,46184;0,00598769;6,08002;0,00576221;18,8545;0,0247536;11,46;0,015746;17,7869;0,0261499;2,19148;0,00114534;2,24989;0,00311016
613,9;48,2498;0,072644;43,5541;0,0596165;5,46244;0,00600503;6,08059;0,00577406;18,857;0,0248055;11,4616;0,015774;17,7895;0,0261688;2,19161;0,00116649;2,25018;0,00310992
614;48,2571;0,0728139;43,56;0,060239;5,46304;0,00602359;6,08115;0,00578681;18,8595;0,0248598;11,4632;0,0158036;17,792;0,0261908;2,19174;0,00118793;2,25048;0,00311
614,1;48,2645;0,0729831;43,566;0,0608858;5,46364;0,00604347;6,08172;0,00580053;18,862;0,0249167;11,4648;0,0158349;17,7946;0,0262157;2,19188;0,00120959;2,25078;0,00311032
614,2;48,2718;0,0731516;43,572;0,0615555;5,46425;0,0060646;6,0823E+0;0,00581519;18,8646;0,0249758;11,4664;0,0158677;17,7972;0,0262435;2,19202;0,00123139;2,25107;0,00311083
614,3;48,2792;0,0733195;43,5782;0,0622446;5,46487;0,00608681;6,0829E+0;0,00583071;18,8671;0,0250366;11,468;0,0159015;17,7998;0,0262736;2,19216;0,00125327;2,25137;0,00311152
614,4;48,2866;0,0734864;43,5844;0,0629493;5,46549;0,00610991;6,08347;0,005847;18,8697;0,0250985;11,4697;0,0159359;17,8024;0,0263054;2,19231;0,00127514;2,25167;0,00311233
614,5;48,2941;0,073652;43,5907;0,0636657;5,46611;0,00613367;6,08406;0,00586394;18,8722;0,0251607;11,4713;0,0159705;17,8051;0,0263381;2,19245;0,00129693;2,25197;0,00311325
614,6;48,3015;0,0738162;43,5971;0,0643898;5,46674;0,0061579;6,08467;0,00588143;18,8748;0,0252228;11,4729;0,0160048;17,8077;0,0263714;2,1926;0,00131857;2,25227;0,00311426
614,7;48,3091;0,0739787;43,6036;0,0651177;5,46738;0,00618239;6,08527;0,00589938;18,8774;0,0252839;11,4746;0,0160382;17,8104;0,0264045;2,19276;0,00133998;2,25258;0,00311531
614,8;48,3166;0,0741392;4,3610E+1;0,0658456;5,46802;0,00620694;6,08589;0,00591769;18,88;0,0253436;11,4762;0,0160704;17,813;0,0264369;2,19292;0,00136108;2,25288;0,00311639
614,9;48,3242;0,0742975;43,6169;0,0665695;5,46867;0,00623133;6,08651;0,00593624;18,8827;0,0254012;11,4779;0,016101;17,8157;0,0264679;2,19307;0,0013818;2,25319;0,00311747
615;48,3318;0,0744533;43,6237;0,0672856;5,46932;0,00625537;6,08715;0,00595494;18,8853;0,025456;11,4795;0,0161293;17,8184;0,0264969;2,19324;0,00140206;2,2535;0,00311851
615,1;48,3395;0,0746064;43,6305;0,0679903;5,46997;0,00627886;6,08778;0,00597369;18,888;0,0255074;11,4812;0,0161551;17,8211;0,0265234;2,1934;0,0014218;2,25381;0,0031195
615,2;48,3472;0,0747567;43,6375;0,0686815;5,47063;0,00630166;6,08843;0,00599236;18,8906;0,0255552;11,4829;0,0161781;17,8239;0,0265472;2,19357;0,00144101;2,25413;0,00312042
615,3;48,355;0,074904;43,6446;0,0693587;5,47129;0,00632371;6,08908;0,00601084;18,8933;0,0255993;11,4845;0,0161984;17,8266;0,0265681;2,19374;0,00145972;2,25445;0,00312127
615,4;48,3628;0,0750481;43,6517;0,0700218;5,47196;0,00634494;6,08974;0,00602899;18,896;0,0256397;11,4862;0,0162161;17,8294;0,0265861;2,19391;0,00147799;2,25476;0,00312205
615,5;48,3706;0,075189;43,659;0,0706706;5,47262;0,00636529;6,0904;0,00604668;18,8987;0,0256765;11,4879;0,0162314;17,8321;0,0266015;2,19409;0,00149586;2,25508;0,00312277
615,6;48,3785;0,0753265;43,6663;0,0713049;5,47329;0,0063847;6,09106;0,00606378;18,9013;0,0257097;11,4896;0,0162443;17,8349;0,026614;2,19426;0,00151338;2,2554;0,00312343
615,7;48,3865;0,0754606;43,6737;0,0719245;5,47395;0,00640311;6,09172;0,00608017;18,904;0,0257393;11,4912;0,0162549;17,8376;0,0266238;2,19444;0,00153061;2,25572;0,00312402
615,8;48,3944;0,075591;43,6812;0,0725293;5,47462;0,00642045;6,09238;0,0060957;18,9067;0,0257653;11,4929;0,0162633;17,8404;0,0266309;2,19461;0,0015476;2,25604;0,00312456
615,9;48,4025;0,0757177;43,6888;0,0731191;5,47528;0,00643667;6,09304;0,00611026;18,9094;0,0257877;11,4946;0,0162697;17,8431;0,0266354;2,19479;0,00156439;2,25636;0,00312505
616;48,4105;0,0758406;43,6965;0,0736937;5,47593;0,00645171;6,09369;0,0061237;18,912;0,0258067;11,4963;0,0162742;17,8458;0,0266371;2,19496;0,00158104;2,25667;0,00312548
616,1;48,4187;0,0759597;43,7042;0,074253;5,47659;0,00646551;6,09434;0,00613594;18,9147;0,0258221;11,4979;0,0162769;17,8485;0,0266363;2,19513;0,00159759;2,25699;0,00312586
616,2;48,4268;0,0760754;43,712;0,0747976;5,47724;0,00647815;6,09499;0,00614697;18,9173;0,0258344;11,4996;0,016278;17,8512;0,0266332;2,19531;0,00161404;2,2573;0,00312621
616,3;48,435;0,0761892;43,7199;0,0753283;5,47789;0,00648978;6,09563;0,00615695;18,9199;0,0258441;11,5013;0,016278;17,8539;0,0266283;2,19548;0,00163039;2,25762;0,00312654
616,4;48,4432;0,0763021;43,7279;0,0758465;5,47854;0,00650058;6,09627;0,00616604;18,9225;0,0258518;11,5029;0,0162772;17,8566;0,0266221;2,19565;0,0016466;2,25793;0,00312689
616,5;48,4514;0,0764156;43,7359;0,0763532;5,47918;0,00651073;6,09691;0,00617441;18,9251;0,025858;11,5046;0,0162761;17,8592;0,0266152;2,19582;0,00166266;2,25824;0,00312727
616,6;48,4597;0,076531;43,744;0,0768495;5,47983;0,0065204;6,09754;0,00618221;18,9277;0,0258634;11,5063;0,0162751;17,8619;0,0266081;2,19599;0,00167852;2,25855;0,0031277
616,7;48,4679;0,0766495;43,7522;0,0773365;5,48047;0,00652979;6,09818;0,00618962;18,9303;0,0258685;11,5079;0,0162746;17,8645;0,0266014;2,19616;0,00169417;2,25887;0,00312822
616,8;48,4761;0,0767725;43,7604;0,0778155;5,48112;0,00653906;6,09881;0,0061968;18,9329;0,025874;11,5096;0,016275;17,8671;0,0265956;2,19633;0,00170958;2,25918;0,00312884
616,9;48,4843;0,0769013;43,7687;0,0782875;5,48176;0,00654839;6,09944;0,00620391;18,9355;0,0258804;11,5112;0,0162768;17,8698;0,0265913;2,19651;0,00172472;2,25949;0,00312959
617;48,4925;0,0770371;43,777;0,0787536;5,48241;0,00655797;6,10007;0,00621112;18,9382;0,0258883;11,5129;0,0162803;17,8724;0,0265891;2,19668;0,00173957;2,2598;0,00313049
617,1;48,5006;0,0771811;43,7854;0,0792149;5,48306;0,00656796;6,1007;0,00621859;18,9408;0,0258983;11,5145;0,016286;17,8751;0,0265893;2,19686;0,00175409;2,26011;0,00313156
617,2;48,5087;0,077333;43,7938;0,0796715;5,48372;0,00657844;6,10133;0,00622639;18,9434;0,0259105;11,5162;0,0162937;17,8777;0,0265922;2,19703;0,00176826;2,26043;0,00313282
617,3;48,5168;0,0774913;43,8023;0,0801228;5,48437;0,0065894;6,10197;0,00623454;18,9461;0,0259249;11,5178;0,0163034;17,8804;0,0265976;2,19721;0,00178204;2,26074;0,00313425
617,4;48,5248;0,0776545;43,8108;0,080568;5,48503;0,00660084;6,1026;0,00624305;18,9487;0,0259415;11,5195;0,0163146;17,883;0,0266053;2,19739;0,00179537;2,26106;0,00313587
617,5;48,5329;0,0778207;43,8194;0,0810064;5,48569;0,00661273;6,10323;0,0062519;18,9514;0,02596;11,5211;0,016327;17,8857;0,0266152;2,19757;0,00180823;2,26137;0,00313767
617,6;48,5409;0,0779883;43,828;0,0814372;5,48636;0,00662506;6,10386;0,00626111;18,954;0,0259803;11,5228;0,0163403;17,8884;0,0266269;2,19776;0,00182056;2,26169;0,00313964
617,7;48,5489;0,0781556;43,8367;0,0818596;5,48702;0,00663782;6,10449;0,00627067;18,9567;0,0260024;11,5244;0,0163541;17,891;0,0266403;2,19795;0,00183232;2,26201;0,00314179
617,8;48,5568;0,0783208;43,8454;0,0822729;5,48769;0,00665097;6,10511;0,00628059;18,9593;0,0260261;11,526;0,0163681;17,8937;0,0266551;2,19814;0,00184348;2,26233;0,0031441
617,9;48,5648;0,0784823;43,8542;0,0826762;5,48836;0,00666452;6,10574;0,00629087;18,962;0,0260512;11,5277;0,016382;17,8963;0,0266712;2,19834;0,00185399;2,26265;0,00314658
618;48,5727;0,0786384;43,863;0,0830688;5,48903;0,00667844;6,10637;0,0063015;18,9646;0,0260777;11,5293;0,0163954;17,899;0,0266884;2,19854;0,0018638;2,26297;0,00314923
618,1;48,5806;0,0787874;43,8718;0,08345;5,4897;0,0066927;6,10699;0,00631248;18,9673;0,0261053;11,531;0,0164081;17,9017;0,0267063;2,19874;0,00187289;2,2633;0,00315204
618,2;48,5886;0,0789283;43,8807;0,083819;5,49037;0,00670722;6,10762;0,00632373;18,9699;0,0261338;11,5326;0,0164197;17,9043;0,0267247;2,19895;0,00188126;2,26362;0,00315499
618,3;48,5965;0,0790607;43,8897;0,0841751;5,49105;0,00672185;6,10824;0,00633512;18,9726;0,0261624;11,5343;0,01643;17,907;0,0267432;2,19916;0,00188896;2,26395;0,00315805
618,4;48,6044;0,0791842;43,8987;0,0845176;5,49172;0,00673645;6,10886;0,00634649;18,9752;0,0261907;11,5359;0,0164391;17,9096;0,0267611;2,19937;0,00189606;2,26427;0,0031612
618,5;48,6122;0,0792985;43,9078;0,0848457;5,4924;0,00675084;6,10949;0,00635771;18,9779;0,0262179;11,5376;0,0164467;17,9123;0,0267781;2,19959;0,00190263;2,2646;0,0031644
618,6;48,6201;0,0794031;43,917;0,0851588;5,49308;0,00676489;6,11011;0,0063686;18,9805;0,0262435;11,5392;0,0164527;17,915;0,0267937;2,19981;0,00190871;2,26493;0,00316763
618,7;48,628;0,0794978;43,9262;0,0854561;5,49377;0,00677843;6,11074;0,00637904;18,9832;0,0262668;11,5409;0,0164569;17,9177;0,0268074;2,20003;0,00191437;2,26526;0,00317084
618,8;48,6358;0,0795821;43,9355;0,0857369;5,49446;0,00679132;6,11136;0,00638886;18,9859;0,0262872;11,5425;0,0164592;17,9204;0,0268187;2,20025;0,00191968;2,26559;0,00317402
618,9;48,6436;0,0796557;43,945;0,0860005;5,49515;0,00680339;6,11199;0,00639793;18,9885;0,026304;11,5442;0,0164594;17,9231;0,0268271;2,20048;0,00192469;2,26592;0,00317713
619;48,6514;0,0797182;43,9545;0,0862462;5,49585;0,00681449;6,11261;0,00640608;18,9912;0,0263167;11,5459;0,0164574;17,9258;0,0268322;2,20071;0,00192947;2,26625;0,00318014
619,1;48,6592;0,0797695;43,9641;0,0864734;5,49655;0,00682449;6,11324;0,00641319;18,9938;0,0263247;11,5475;0,0164532;17,9285;0,0268335;2,20094;0,00193408;2,26657;0,00318302
619,2;48,667;0,0798099;43,9738;0,0866821;5,49725;0,00683336;6,11387;0,0064192;18,9965;0,0263279;11,5492;0,0164467;17,9312;0,026831;2,20117;0,00193853;2,2669;0,00318576
619,3;48,6747;0,0798406;43,9836;0,0868727;5,49796;0,00684119;6,11451;0,00642413;18,9992;0,0263268;11,5509;0,0164384;17,934;0,026825;2,2014;0,00194285;2,26723;0,00318836
619,4;48,6825;0,0798629;43,9934;0,087046;5,49867;0,00684809;6,11514;0,00642803;19,0018;0,0263218;11,5526;0,0164285;17,9367;0,026816;2,20163;0,00194702;2,26756;0,0031908
619,5;48,6902;0,079878;44,0033;0,0872024;5,49938;0,00685417;6,11578;0,00643094;19,0045;0,0263136;11,5542;0,0164175;17,9395;0,0268042;2,20186;0,00195104;2,26788;0,0031931
619,6;48,6979;0,0798871;44,0133;0,0873428;5,50009;0,00685953;6,11643;0,00643289;19,0072;0,0263026;11,5559;0,0164056;17,9422;0,0267901;2,20209;0,00195491;2,26821;0,00319526
619,7;48,7057;0,0798916;44,0233;0,0874676;5,50081;0,00686428;6,11707;0,00643392;19,0099;0,0262893;11,5576;0,0163932;17,945;0,026774;2,20232;0,00195863;2,26853;0,00319727
619,8;48,7135;0,0798926;44,0332;0,0875776;5,50153;0,00686854;6,11773;0,00643409;19,0125;0,0262743;11,5593;0,0163807;17,9477;0,0267564;2,20255;0,0019622;2,26886;0,00319913
619,9;48,7212;0,0798916;44,0432;0,0876733;5,50225;0,00687239;6,11838;0,00643341;19,0152;0,026258;11,5609;0,0163684;17,9505;0,0267376;2,20277;0,00196562;2,26918;0,00320085
620;48,729;0,0798896;44,0532;0,0877555;5,50297;0,00687597;6,11905;0,00643194;19,0179;0,026241;11,5626;0,0163567;17,9532;0,026718;2,20299;0,00196888;2,2695;0,00320242
620,1;48,7369;0,0798878;44,0631;0,0878246;5,50369;0,00687936;6,11972;0,00642973;19,0205;0,0262237;11,5643;0,0163459;17,956;0,0266981;2,20321;0,00197199;2,26983;0,00320385
620,2;48,7447;0,0798864;44,073;0,0878808;5,50442;0,00688266;6,12039;0,00642685;19,0232;0,0262066;11,5659;0,0163361;17,9587;0,026678;2,20343;0,00197496;2,27015;0,00320515
620,3;48,7526;0,0798848;44,0828;0,0879238;5,50514;0,00688596;6,12107;0,00642343;19,0258;0,0261899;11,5675;0,0163274;17,9615;0,0266581;2,20364;0,00197781;2,27047;0,00320635
620,4;48,7605;0,0798822;44,0927;0,0879533;5,50586;0,00688933;6,12174;0,00641959;19,0284;0,0261739;11,5692;0,0163198;17,9642;0,0266387;2,20385;0,00198057;2,27079;0,00320747
620,5;48,7684;0,0798779;44,1025;0,0879691;5,50658;0,00689284;6,12242;0,00641547;19,0311;0,0261588;11,5708;0,0163132;17,9669;0,0266199;2,20406;0,00198327;2,2711;0,00320855
620,6;48,7763;0,0798708;44,1122;0,0879706;5,5073;0,00689657;6,1231;0,00641119;19,0337;0,0261449;11,5724;0,0163076;17,9696;0,0266022;2,20427;0,00198595;2,27142;0,00320962
620,7;48,7842;0,0798604;44,122;0,0879577;5,50801;0,00690061;6,12378;0,00640688;19,0363;0,0261323;11,574;0,0163031;17,9723;0,0265858;2,20448;0,00198862;2,27174;0,00321071
620,8;48,7921;0,0798458;44,1316;0,08793;5,50873;0,00690502;6,12446;0,00640267;19,0389;0,0261214;11,5757;0,0162995;17,975;0,0265708;2,20469;0,00199131;2,27205;0,00321184
620,9;48,8001;0,0798261;44,1413;0,087887;5,50944;0,00690988;6,12513;0,00639869;19,0414;0,0261124;11,5773;0,016297;17,9777;0,0265577;2,20489;0,00199406;2,27237;0,00321305
621;48,8081;0,0798007;44,1509;0,0878286;5,51014;0,00691528;6,1258;0,00639506;19,044;0,0261056;11,5789;0,0162954;17,9804;0,0265466;2,2051;0,0019969;2,27269;0,00321436
621,1;48,816;0,0797687;44,1604;0,0877544;5,51084;0,00692127;6,12646;0,0063919;19,0466;0,0261011;11,5805;0,0162948;17,983;0,0265378;2,20531;0,00199983;2,273;0,00321581
621,2;48,824;0,0797302;44,1699;0,0876641;5,51154;0,00692779;6,12711;0,00638922;19,0491;0,0260987;11,5821;0,016295;17,9856;0,0265311;2,20552;0,00200287;2,27331;0,00321738
621,3;48,832;0,079686;44,1794;0,0875576;5,51224;0,00693472;6,12776;0,00638696;19,0516;0,0260979;11,5837;0,0162959;17,9882;0,0265261;2,20573;0,00200599;2,27363;0,00321908
621,4;48,84;0,0796366;44,1888;0,0874347;5,51293;0,00694187;6,12841;0,00638503;19,0542;0,026098;11,5853;0,0162973;17,9908;0,0265223;2,20594;0,00200914;2,27394;0,00322086
621,5;48,8481;0,079583;44,1983;0,0872953;5,51362;0,00694909;6,12905;0,00638333;19,0567;0,0260986;11,5869;0,0162992;17,9934;0,0265191;2,20615;0,00201231;2,27426;0,00322271
621,6;48,8562;0,0795259;44,2076;0,0871393;5,51431;0,00695621;6,12969;0,00638179;19,0592;0,0260988;11,5885;0,0163012;17,996;0,0265161;2,20636;0,00201544;2,27457;0,00322461
621,7;48,8643;0,0794662;44,217;0,0869664;5,51499;0,00696305;6,13033;0,0063803;19,0617;0,0260982;11,5901;0,0163033;17,9986;0,0265127;2,20657;0,00201853;2,27489;0,00322653
621,8;48,8724;0,0794045;44,2263;0,0867765;5,51568;0,00696946;6,13097;0,00637879;19,0643;0,0260961;11,5917;0,0163053;18,0012;0,0265085;2,20678;0,00202151;2,2752;0,00322845
621,9;48,8806;0,0793417;44,2356;0,0865696;5,51637;0,00697527;6,1316;0,00637717;19,0668;0,0260919;11,5933;0,0163071;18,0038;0,0265028;2,20699;0,00202438;2,27552;0,00323035
622;48,8888;0,0792786;44,2449;0,0863453;5,51706;0,0069803;6,13224;0,00637534;19,0694;0,0260849;11,5949;0,0163084;18,0065;0,0264953;2,20721;0,00202708;2,27583;0,0032322
622,1;48,8971;0,079216;44,2542;0,0861038;5,51775;0,00698443;6,13288;0,00637323;19,072;0,0260747;11,5965;0,0163091;18,0091;0,0264854;2,20742;0,0020296;2,27615;0,00323398
622,2;48,9054;0,0791546;44,2635;0,0858458;5,51844;0,00698761;6,13352;0,00637087;19,0746;0,0260613;11,5982;0,0163093;18,0117;0,0264732;2,20763;0,00203191;2,27647;0,00323568
622,3;48,9138;0,0790952;44,2728;0,0855727;5,51913;0,00698994;6,13416;0,00636834;19,0772;0,0260452;11,5998;0,0163089;18,0144;0,0264589;2,20783;0,00203401;2,27679;0,00323729
622,4;48,9222;0,0790386;44,282;0,0852861;5,51983;0,00699154;6,1348;0,00636576;19,0798;0,0260271;11,6015;0,0163081;18,0171;0,0264431;2,20804;0,00203589;2,27711;0,0032388
622,5;48,9306;0,0789854;44,2912;0,0849877;5,52053;0,00699252;6,13545;0,00636325;19,0824;0,0260076;11,6031;0,0163071;18,0198;0,0264262;2,20825;0,00203755;2,27743;0,00324021
622,6;48,939;0,0789365;44,3004;0,0846791;5,52123;0,00699298;6,13609;0,00636092;19,0851;0,0259874;11,6048;0,0163058;18,0225;0,0264086;2,20845;0,00203899;2,27775;0,0032415
622,7;48,9474;0,0788926;44,3096;0,0843619;5,52193;0,00699306;6,13674;0,00635888;19,0878;0,0259672;11,6064;0,0163044;18,0252;0,0263907;2,20865;0,00204021;2,27807;0,00324268
622,8;48,9559;0,0788544;44,3187;0,0840378;5,52264;0,00699285;6,13739;0,00635726;19,0904;0,0259475;11,6081;0,016303;18,0279;0,0263731;2,20885;0,00204119;2,27839;0,00324374
622,9;48,9643;0,0788227;44,3278;0,0837082;5,52335;0,00699247;6,13804;0,00635616;19,0931;0,0259291;11,6098;0,0163017;18,0306;0,0263561;2,20905;0,00204194;2,27871;0,00324468
623;48,9727;0,0787982;44,3368;0,083375;5,52406;0,00699204;6,1387;0,0063557;19,0958;0,0259126;11,6114;0,0163007;18,0334;0,0263402;2,20924;0,00204245;2,27904;0,00324547
623,1;48,9811;0,0787817;44,3458;0,0830393;5,52478;0,00699166;6,13936;0,00635598;19,0985;0,0258985;11,6131;0,0162999;18,0361;0,0263258;2,20943;0,00204272;2,27936;0,00324613
623,2;48,9895;0,0787728;44,3548;0,0827013;5,5255;0,00699134;6,14002;0,00635699;19,1013;0,0258871;11,6148;0,0162994;18,0389;0,0263129;2,20962;0,00204275;2,27969;0,00324666
623,3;48,9978;0,0787709;44,3636;0,0823597;5,52622;0,00699102;6,14068;0,00635863;19,104;0,025878;11,6164;0,0162991;18,0416;0,0263013;2,2098;0,00204253;2,28001;0,00324707
623,4;49,0061;0,078775;44,3725;0,0820129;5,52694;0,00699062;6,14134;0,00636078;19,1067;0,025871;11,6181;0,0162987;18,0443;0,0262906;2,20998;0,00204205;2,28034;0,00324739
623,5;49,0144;0,078784;44,3812;0,0816594;5,52766;0,00699007;6,142;0,00636333;19,1094;0,0258656;11,6197;0,0162982;18,047;0,0262805;2,21017;0,00204131;2,28067;0,00324763
623,6;49,0226;0,0787971;44,3899;0,0812977;5,52838;0,00698929;6,14265;0,00636614;19,1121;0,0258615;11,6213;0,0162975;18,0498;0,0262707;2,21034;0,00204031;2,28099;0,00324782
623,7;49,0307;0,0788133;44,3985;0,0809263;5,5291;0,0069882;6,14331;0,00636911;19,1148;0,0258584;11,623;0,0162963;18,0524;0,0262609;2,21052;0,00203903;2,28132;0,00324797
623,8;49,0387;0,0788316;44,4069;0,0805435;5,52982;0,00698672;6,14396;0,0063721;19,1175;0,0258559;11,6246;0,0162945;18,0551;0,0262507;2,2107;0,00203748;2,28164;0,00324811
623,9;49,0467;0,0788511;44,4153;0,0801479;5,53053;0,00698478;6,14461;0,00637501;19,1201;0,0258537;11,6262;0,0162921;18,0578;0,0262398;2,21088;0,00203565;2,28197;0,00324825
624;49,0546;0,0788708;44,4236;0,079738;5,53123;0,0069823;6,14525;0,0063777;19,1227;0,0258514;11,6277;0,0162887;18,0604;0,0262279;2,21106;0,00203352;2,2823;0,00324842
624,1;49,0624;0,0788897;44,4318;0,0793124;5,53193;0,00697921;6,14589;0,00638006;19,1253;0,0258487;11,6293;0,0162844;18,063;0,0262147;2,21124;0,00203111;2,28262;0,00324863
624,2;49,0701;0,0789068;44,4399;0,0788708;5,53263;0,00697545;6,14652;0,00638195;19,1278;0,0258454;11,6308;0,0162791;18,0655;0,0261999;2,21143;0,00202844;2,28294;0,0032489
624,3;49,0777;0,0789213;44,4478;0,0784141;5,53331;0,006971;6,14714;0,00638323;19,1303;0,0258412;11,6324;0,0162728;18,068;0,0261835;2,21161;0,00202557;2,28327;0,00324922
624,4;49,0853;0,0789321;44,4557;0,0779433;5,534;0,00696584;6,14777;0,00638375;19,1328;0,025836;11,6339;0,0162656;18,0706;0,0261653;2,2118;0,00202256;2,28359;0,00324961
624,5;49,0929;0,0789382;44,4635;0,0774593;5,53468;0,00695995;6,14839;0,00638338;19,1353;0,0258296;11,6354;0,0162576;18,0731;0,0261452;2,21198;0,00201947;2,28391;0,00325006
624,6;49,1004;0,0789386;44,4712;0,0769633;5,53536;0,0069533;6,149;0,00638196;19,1378;0,0258219;11,6369;0,0162488;18,0755;0,0261232;2,21217;0,00201636;2,28424;0,00325059
624,7;49,108;0,0789325;44,4789;0,0764563;5,53605;0,00694588;6,14962;0,00637935;19,1402;0,0258127;11,6384;0,0162393;18,078;0,0260991;2,21236;0,0020133;2,28456;0,00325119
624,8;49,1155;0,0789187;44,4865;0,0759392;5,53673;0,00693766;6,15023;0,00637541;19,1427;0,0258018;11,64;0,0162292;18,0805;0,0260729;2,21255;0,00201035;2,28488;0,00325187
