lambda_nm;Rnorm_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt2_bruni_verni_tot;DR_eprouvette_2_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;DR_eprouvette_2_detrempe_pt3_non-bruni_non-verni_tot;Rnorm_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;DR_eprouvette_2_detrempe_pt4_non-bruni_verni_tot;Rnorm_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;DR_eprouvette_3_detrempe_pt1_bruni_non-verni_tot;Rnorm_eprouvette_3_detrempe_pt2_bruni_verni_tot;DR_eprouvette_3_detrempe_pt2_bruni_verni_tot;Rnorm_eprouvette_5_mixtion_pt1_tot;DR_eprouvette_5_mixtion_pt1_tot;Rnorm_eprouvette_6_coquille_pt1_liant_verni_tot;DR_eprouvette_6_coquille_pt1_liant_verni_tot;Rnorm_eprouvette_6_coquille_pt2_liant_eau_tot;DR_eprouvette_6_coquille_pt2_liant_eau_tot
478,2;17,4249;0,0837873;14,4054;0,0996454;2,47284;0,0118391;2,37157;0,0110883;6,96271;0,0344605;4,74797;0,0265702;5,48682;0,0327736;1,53436;0,00313724;0,80569;0,00366
478,3;17,4331;0,0843901;14,415;0,100301;2,474;0,01191;2,37264;0,0111835;6,96604;0,0347424;4,75059;0,0267261;5,49003;0,0330251;1,5347;0,00314766;0,806078;0,00368662
478,4;17,4413;0,0849917;14,4246;0,100958;2,47518;0,0119811;2,37373;0,0112788;6,96938;0,0350246;4,75322;0,0268811;5,49326;0,0332776;1,53504;0,00315726;0,806475;0,00371346
478,5;17,4496;0,0855922;14,4343;0,101616;2,47636;0,0120523;2,37484;0,0113742;6,97274;0,035307;4,75587;0,027035;5,49651;0,033531;1,53539;0,00316615;0,806882;0,00374058
478,6;17,4579;0,0861913;14,444;0,102276;2,47755;0,0121238;2,37595;0,0114699;6,97612;0,0355896;4,75853;0,0271879;5,49977;0,0337852;1,53574;0,00317444;0,807295;0,00376806
478,7;17,4662;0,0867892;14,4537;0,102937;2,47875;0,0121956;2,37709;0,0115659;6,97953;0,0358724;4,76121;0,0273396;5,50306;0,03404;1,53609;0,00318224;0,807715;0,00379594
478,8;17,4746;0,0873858;14,4635;0,103599;2,47995;0,0122676;2,37823;0,0116624;6,98295;0,0361552;4,7639;0,0274902;5,50637;0,0342955;1,53645;0,00318967;0,80814;0,00382431
478,9;17,4831;0,0879809;14,4733;0,104261;2,48116;0,0123401;2,37939;0,0117593;6,9864;0,0364381;4,76661;0,0276395;5,5097;0,0345514;1,53681;0,00319683;0,808569;0,00385322
479;17,4916;0,0885745;14,4832;0,104923;2,48238;0,0124129;2,38057;0,0118568;6,98988;0,036721;4,76934;0,0277877;5,51305;0,0348077;1,53718;0,00320384;0,809;0,00388274
479,1;17,5002;0,0891666;14,4932;0,105584;2,4836;0,0124862;2,38176;0,011955;6,99338;0,0370038;4,77208;0,0279345;5,51642;0,0350643;1,53755;0,0032108;0,809432;0,00391292
479,2;17,5089;0,0897579;14,5032;0,106246;2,48483;0,01256;2,38296;0,0120539;6,99691;0,0372868;4,77484;0,0280804;5,51981;0,0353213;1,53792;0,00321776;0,809864;0,00394379
479,3;17,5176;0,0903493;14,5133;0,106908;2,48606;0,0126344;2,38418;0,0121534;7,00047;0,0375704;4,77762;0,0282256;5,52322;0,0355788;1,53829;0,00322475;0,810296;0,00397532
479,4;17,5264;0,090942;14,5235;0,107572;2,4873;0,0127095;2,3854;0,0122534;7,00406;0,037855;4,78041;0,0283706;5,52666;0,0358371;1,53866;0,00323178;0,810726;0,00400748
479,5;17,5352;0,0915372;14,5337;0,108238;2,48855;0,0127852;2,38664;0,012354;7,00768;0,038141;4,78323;0,0285158;5,53012;0,0360965;1,53903;0,00323886;0,811154;0,00404024
479,6;17,5442;0,0921359;14,544;0,108906;2,48981;0,0128618;2,38788;0,012455;7,01134;0,038429;4,78605;0,0286616;5,53361;0,0363571;1,5394;0,00324599;0,811578;0,00407358
479,7;17,5532;0,0927394;14,5544;0,109579;2,49107;0,0129392;2,38913;0,0125564;7,01503;0,0387193;4,7889;0,0288085;5,53712;0,0366192;1,53977;0,00325319;0,811998;0,00410746
479,8;17,5622;0,0933487;14,5649;0,110257;2,49234;0,0130176;2,39038;0,0126581;7,01875;0,0390123;4,79177;0,028957;5,54066;0,036883;1,54013;0,00326048;0,812412;0,00414186
479,9;17,5714;0,093965;14,5755;0,11094;2,49362;0,0130969;2,39164;0,01276;7,02251;0,0393086;4,79465;0,0291073;5,54422;0,0371488;1,54049;0,00326785;0,81282;0,00417674
480;17,5807;0,0945894;14,5861;0,111629;2,49491;0,0131774;2,3929;0,0128622;7,02631;0,0396086;4,79755;0,0292601;5,54782;0,0374167;1,54085;0,00327532;0,813221;0,00421209
480,1;17,59;0,0952232;14,5969;0,112325;2,49621;0,013259;2,39416;0,0129645;7,03014;0,0399127;4,80047;0,0294156;5,55144;0,0376871;1,5412;0,00328291;0,813615;0,00424787
480,2;17,5994;0,0958672;14,6078;0,113029;2,49752;0,0133418;2,39543;0,0130669;7,03402;0,0402212;4,80341;0,0295742;5,55509;0,0379602;1,54155;0,00329063;0,814002;0,00428409
480,3;17,6089;0,0965223;14,6187;0,113741;2,49884;0,013426;2,3967;0,0131696;7,03793;0,0405345;4,80637;0,0297361;5,55878;0,0382364;1,54189;0,00329852;0,814385;0,0043208
480,4;17,6185;0,0971896;14,6298;0,114463;2,50017;0,0135115;2,39798;0,0132726;7,04189;0,0408528;4,80935;0,0299014;5,5625;0,0385161;1,54223;0,00330661;0,814765;0,00435804
480,5;17,6282;0,0978697;14,6409;0,115193;2,50152;0,0135984;2,39926;0,013376;7,04589;0,0411763;4,81235;0,0300704;5,56625;0,0387996;1,54256;0,00331493;0,815146;0,00439586
480,6;17,638;0,0985636;14,6522;0,115934;2,50287;0,0136869;2,40055;0,0134799;7,04993;0,0415053;4,81538;0,0302432;5,57003;0,0390874;1,54289;0,00332353;0,815528;0,00443431
480,7;17,6479;0,0992721;14,6636;0,116686;2,50424;0,013777;2,40185;0,0135844;7,05403;0,0418402;4,81842;0,0304199;5,57386;0,0393798;1,54322;0,00333243;0,815914;0,00447344
480,8;17,6579;0,0999961;14,6751;0,117449;2,50562;0,0138687;2,40316;0,0136896;7,05817;0,042181;4,82149;0,0306008;5,57772;0,0396772;1,54355;0,00334166;0,816306;0,00451328
480,9;17,668;0,100737;14,6867;0,118224;2,50701;0,0139622;2,40448;0,0137955;7,06236;0,0425282;4,82459;0,0307861;5,58162;0,0399799;1,54388;0,00335127;0,816706;0,0045539
481;17,6782;0,101494;14,6984;0,119011;2,50842;0,0140576;2,40581;0,0139023;7,06661;0,0428819;4,82771;0,0309758;5,58556;0,0402884;1,54421;0,00336128;0,817115;0,00459533
481,1;17,6885;0,10227;14,7102;0,119811;2,50984;0,0141548;2,40716;0,01401;7,0709;0,0432424;4,83086;0,0311701;5,58954;0,040603;1,54454;0,00337174;0,817535;0,00463763
481,2;17,6989;0,103062;14,7222;0,120624;2,51128;0,0142537;2,40853;0,0141188;7,07525;0,0436092;4,83403;0,0313688;5,59356;0,0409235;1,54487;0,00338265;0,817967;0,00468082
481,3;17,7095;0,103868;14,7343;0,121446;2,51273;0,0143542;2,4099;0,0142287;7,07965;0,0439815;4,83723;0,0315711;5,59762;0,0412494;1,5452;0,00339404;0,818408;0,00472492
481,4;17,7201;0,104685;14,7464;0,122277;2,51419;0,014456;2,41129;0,0143399;7,08409;0,0443583;4,84045;0,0317764;5,60171;0,0415801;1,54553;0,00340594;0,818858;0,00476997
481,5;17,7308;0,105511;14,7587;0,123113;2,51565;0,0145587;2,4127;0,0144524;7,08857;0,0447385;4,84369;0,031984;5,60584;0,041915;1,54586;0,00341834;0,819317;0,00481597
481,6;17,7415;0,106342;14,7711;0,123954;2,51713;0,0146622;2,41411;0,0145665;7,0931;0,0451211;4,84695;0,032193;5,61001;0,0422535;1,54619;0,00343127;0,819783;0,00486294
481,7;17,7523;0,107175;14,7836;0,124796;2,51862;0,0147662;2,41554;0,0146821;7,09766;0,0455053;4,85023;0,0324029;5,6142;0,042595;1,54653;0,00344474;0,820256;0,00491091
481,8;17,7632;0,108008;14,7961;0,125638;2,52011;0,0148703;2,41698;0,0147995;7,10225;0,0458898;4,85352;0,0326129;5,61843;0,0429389;1,54686;0,00345877;0,820735;0,0049599
481,9;17,7742;0,108837;14,8087;0,126478;2,5216;0,0149744;2,41844;0,0149187;7,10688;0,0462738;4,85683;0,0328223;5,62269;0,0432845;1,54719;0,00347338;0,821219;0,00500992
482;17,7852;0,10966;14,8214;0,127313;2,52311;0,0150782;2,4199;0,0150399;7,11154;0,0466563;4,86016;0,0330303;5,62697;0,0436313;1,54753;0,00348857;0,821706;0,00506099
482,1;17,7962;0,110473;14,8342;0,128142;2,52461;0,0151813;2,42138;0,015163;7,11623;0,0470364;4,86349;0,0332364;5,63128;0,0439787;1,54787;0,00350436;0,822197;0,00511311
482,2;17,8073;0,111278;14,8471;0,128964;2,52612;0,0152838;2,42287;0,0152882;7,12094;0,047414;4,86685;0,0334403;5,63561;0,0443266;1,54821;0,00352068;0,822692;0,00516615
482,3;17,8184;0,112075;14,86;0,129782;2,52763;0,0153857;2,42437;0,0154151;7,12569;0,0477899;4,87021;0,0336424;5,63998;0,0446753;1,54855;0,0035374;0,823189;0,00521984
482,4;17,8296;0,112867;14,873;0,130597;2,52914;0,0154869;2,42588;0,0155436;7,13046;0,0481651;4,87359;0,033843;5,64437;0,0450252;1,54889;0,00355437;0,82369;0,00527391
482,5;17,8408;0,113658;14,8861;0,131412;2,53067;0,0155877;2,4274;0,0156735;7,13527;0,0485404;4,87698;0,0340426;5,64879;0,0453765;1,54923;0,00357145;0,824194;0,00532807
482,6;17,8521;0,114448;14,8992;0,132228;2,5322;0,0156879;2,42894;0,0158044;7,14011;0,0489168;4,88039;0,0342415;5,65325;0,0457296;1,54957;0,00358851;0,8247;0,00538203
482,7;17,8634;0,115242;14,9125;0,133046;2,53373;0,0157877;2,43048;0,0159363;7,14498;0,0492951;4,88382;0,0344402;5,65774;0,0460849;1,54992;0,00360539;0,82521;0,00543551
482,8;17,8749;0,116041;14,9258;0,13387;2,53528;0,0158872;2,43204;0,0160689;7,14989;0,0496763;4,88726;0,034639;5,66227;0,0464428;1,55026;0,00362195;0,825723;0,00548822
482,9;17,8863;0,116847;14,9393;0,134702;2,53683;0,0159863;2,43361;0,0162019;7,15483;0,0500614;4,89071;0,0348383;5,66683;0,0468035;1,5506;0,00363805;0,826239;0,00553989
483;17,8979;0,117664;14,9528;0,135542;2,53839;0,0160852;2,43519;0,0163352;7,15981;0,0504511;4,89418;0,0350384;5,67142;0,0471675;1,55095;0,00365355;0,826758;0,00559023
483,1;17,9095;0,118494;14,9664;0,136393;2,53997;0,0161839;2,43679;0,0164686;7,16484;0,0508463;4,89767;0,0352399;5,67606;0,0475351;1,55129;0,00366832;0,827279;0,00563899
483,2;17,9212;0,119337;14,9802;0,137255;2,54155;0,0162825;2,43839;0,0166018;7,16989;0,0512473;4,90117;0,0354427;5,68074;0,0479063;1,55163;0,00368232;0,827804;0,00568616
483,3;17,933;0,120193;14,994;0,138128;2,54315;0,016381;2,44001;0,0167351;7,17499;0,0516538;4,90469;0,0356471;5,68545;0,0482813;1,55197;0,00369559;0,828333;0,0057319
483,4;17,9448;0,12106;15,0079;0,139011;2,54475;0,0164794;2,44164;0,0168683;7,18013;0,0520655;4,90823;0,0358528;5,69021;0,0486599;1,55231;0,00370822;0,828867;0,00577646
483,5;17,9568;0,121939;15,022;0,139902;2,54637;0,0165779;2,44329;0,0170014;7,18531;0,0524819;4,91178;0,0360599;5,695;0,0490422;1,55265;0,00372025;0,829405;0,00582005
483,6;17,9688;0,122828;15,0361;0,140801;2,548;0,0166765;2,44495;0,0171346;7,19052;0,0529028;4,91535;0,0362684;5,69984;0,049428;1,553;0,00373176;0,82995;0,00586291
483,7;17,9809;0,123727;15,0503;0,141707;2,54964;0,0167752;2,44663;0,0172678;7,19578;0,0533277;4,91894;0,0364782;5,70471;0,0498173;1,55334;0,00374281;0,8305;0,00590526
483,8;17,9931;0,124635;15,0646;0,142619;2,5513;0,0168741;2,44833;0,017401;7,20107;0,0537563;4,92253;0,0366894;5,70962;0,05021;1,55368;0,00375346;0,831057;0,00594733
483,9;18,0053;0,12555;15,0791;0,143537;2,55297;0,0169733;2,45004;0,0175342;7,20641;0,0541883;4,92615;0,0369018;5,71457;0,0506062;1,55403;0,00376378;0,83162;0,00598935
484;18,0177;0,126472;15,0936;0,144458;2,55465;0,0170728;2,45177;0,0176675;7,21178;0,0546231;4,92978;0,0371155;5,71957;0,0510058;1,55437;0,00377384;0,832192;0,00603154
484,1;18,0301;0,127401;15,1082;0,145382;2,55635;0,0171727;2,45351;0,0178009;7,21719;0,0550606;4,93342;0,0373305;5,7246;0,0514087;1,55471;0,0037837;0,832772;0,00607412
484,2;18,0427;0,128335;15,1229;0,146309;2,55806;0,017273;2,45528;0,0179345;7,22265;0,0555003;4,93708;0,0375466;5,72967;0,0518148;1,55506;0,00379347;0,83336;0,00611731
484,3;18,0553;0,129275;15,1377;0,147238;2,55979;0,0173737;2,45706;0,0180683;7,22815;0,0559423;4,94076;0,0377639;5,73478;0,0522242;1,5554;0,00380326;0,833955;0,00616129
484,4;18,068;0,13022;15,1526;0,148169;2,56152;0,0174749;2,45886;0,0182026;7,23368;0,0563863;4,94445;0,0379823;5,73993;0,0526366;1,55575;0,00381319;0,834558;0,00620625
484,5;18,0808;0,13117;15,1676;0,149101;2,56328;0,0175765;2,46067;0,0183373;7,23926;0,0568321;4,94817;0,0382018;5,74511;0,0530522;1,5561;0,0038234;0,835167;0,00625236
484,6;18,0936;0,132125;15,1826;0,150035;2,56504;0,0176785;2,4625;0,0184728;7,24487;0,0572797;4,9519;0,0384224;5,75033;0,0534708;1,55645;0,00383401;0,835784;0,00629981
484,7;18,1066;0,133084;15,1978;0,150969;2,56681;0,0177811;2,46434;0,018609;7,25053;0,0577289;4,95565;0,0386439;5,75559;0,0538923;1,5568;0,00384515;0,836406;0,00634878
484,8;18,1196;0,134048;15,213;0,151903;2,5686;0,0178841;2,46619;0,0187461;7,25622;0,0581796;4,95943;0,0388664;5,76088;0,0543167;1,55715;0,00385694;0,837035;0,00639946
484,9;18,1327;0,135016;15,2284;0,152837;2,5704;0,0179876;2,46806;0,0188843;7,26196;0,0586315;4,96323;0,0390898;5,7662;0,0547439;1,5575;0,0038695;0,83767;0,00645203
485;18,1459;0,135987;15,2438;0,153771;2,57221;0,0180915;2,46994;0,0190237;7,26773;0,0590847;4,96705;0,0393141;5,77156;0,0551739;1,55785;0,00388297;0,83831;0,00650668
485,1;18,1592;0,136963;15,2593;0,154704;2,57403;0,018196;2,47184;0,0191644;7,27354;0,0595388;4,9709;0,0395393;5,77695;0,0556066;1,5582;0,00389745;0,838955;0,00656354
485,2;18,1726;0,137942;15,2748;0,155636;2,57586;0,018301;2,47374;0,0193063;7,2794;0,0599938;4,97477;0,0397651;5,78237;0,0560418;1,55855;0,00391298;0,839606;0,00662258
485,3;18,186;0,138924;15,2905;0,156567;2,5777;0,0184063;2,47566;0,0194495;7,2853;0,0604495;4,97867;0,0399916;5,78783;0,0564795;1,55891;0,00392954;0,840263;0,00668355
485,4;18,1996;0,13991;15,3063;0,157497;2,57956;0,0185118;2,47759;0,0195939;7,29124;0,0609058;4,9826;0,0402187;5,79333;0,0569194;1,55927;0,00394708;0,840927;0,00674618
485,5;18,2132;0,140899;15,3221;0,158426;2,58142;0,0186174;2,47953;0,0197394;7,29723;0,0613624;4,98656;0,0404461;5,79888;0,0573614;1,55963;0,00396555;0,841597;0,0068102
485,6;18,227;0,14189;15,338;0,159354;2,5833;0,0187229;2,48149;0,019886;7,30327;0,0618193;4,99054;0,0406737;5,80446;0,0578054;1,55999;0,00398491;0,842274;0,00687532
485,7;18,2409;0,142884;15,3541;0,16028;2,5852;0,0188283;2,48346;0,0200334;7,30935;0,0622762;4,99456;0,0409015;5,8101;0,0582512;1,56036;0,00400511;0,842959;0,00694128
485,8;18,2548;0,143881;15,3702;0,161205;2,5871;0,0189335;2,48544;0,0201818;7,31549;0,062733;4,9986;0,0411293;5,81578;0,0586986;1,56074;0,0040261;0,843652;0,00700779
485,9;18,2689;0,14488;15,3864;0,162129;2,58902;0,0190383;2,48744;0,0203309;7,32168;0,0631896;5,00268;0,0413569;5,82152;0,0591475;1,56111;0,00404785;0,844353;0,00707459
486;18,2832;0,145882;15,4027;0,163051;2,59095;0,0191425;2,48946;0,0204808;7,32793;0,0636457;5,00679;0,0415843;5,82731;0,0595977;1,5615;0,0040703;0,845064;0,0071414
486,1;18,2975;0,146885;15,4191;0,163971;2,5929;0,0192462;2,49149;0,0206313;7,33423;0,0641013;5,01094;0,0418114;5,83316;0,0600492;1,56189;0,00409341;0,845783;0,00720796
486,2;18,312;0,147892;15,4356;0,164892;2,59486;0,0193492;2,49354;0,0207825;7,34058;0,0645567;5,01511;0,0420382;5,83906;0,060502;1,56229;0,00411712;0,846512;0,00727415
486,3;18,3266;0,148903;15,4522;0,165813;2,59683;0,019452;2,4956;0,0209346;7,34699;0,0650124;5,01932;0,0422651;5,84502;0,0609566;1,56269;0,00414138;0,84725;0,00734
486,4;18,3414;0,14992;15,4689;0,166736;2,59882;0,0195545;2,49768;0,0210875;7,35344;0,065469;5,02355;0,0424922;5,85103;0,0614133;1,5631;0,00416612;0,847997;0,00740554
486,5;18,3562;0,150945;15,4857;0,167664;2,60082;0,0196571;2,49978;0,0212416;7,35995;0,0659274;5,02781;0,04272;5,8571;0,0618728;1,56351;0,00419129;0,848755;0,0074708
486,6;18,3711;0,15198;15,5026;0,168597;2,60283;0,01976;2,5019;0,0213969;7,36649;0,066388;5,0321;0,0429487;5,86322;0,0623353;1,56393;0,00421681;0,849522;0,00753583
486,7;18,3861;0,153027;15,5195;0,169538;2,60485;0,0198633;2,50404;0,0215535;7,37308;0,0668516;5,0364;0,0431786;5,86938;0,0628013;1,56436;0,00424263;0,850299;0,00760066
486,8;18,4012;0,154086;15,5365;0,170487;2,60688;0,0199673;2,50619;0,0217117;7,37971;0,0673188;5,04073;0,04341;5,8756;0,0632714;1,56479;0,00426869;0,851086;0,00766534
486,9;18,4164;0,15516;15,5535;0,171448;2,60892;0,0200722;2,50836;0,0218715;7,38638;0,0677903;5,04508;0,0436433;5,88186;0,0637459;1,56523;0,00429492;0,851884;0,00772989
487;18,4317;0,156251;15,5706;0,17242;2,61096;0,0201782;2,51056;0,0220331;7,39308;0,0682668;5,04944;0,0438786;5,88817;0,0642253;1,56568;0,00432127;0,852691;0,00779436
487,1;18,447;0,15736;15,5878;0,173406;2,61302;0,0202856;2,51277;0,0221965;7,39982;0,0687488;5,05382;0,0441164;5,89453;0,0647099;1,56613;0,00434767;0,853509;0,00785879
487,2;18,4624;0,158486;15,605;0,174405;2,61508;0,0203942;2,515;0,0223618;7,40659;0,0692364;5,05822;0,0443565;5,90093;0,0651997;1,56658;0,0043741;0,854335;0,00792323
487,3;18,4778;0,15963;15,6223;0,175417;2,61715;0,020504;2,51725;0,0225288;7,4134;0,069729;5,06264;0,0445989;5,90738;0,0656942;1,56704;0,00440056;0,85517;0,00798774
487,4;18,4934;0,160788;15,6396;0,17644;2,61923;0,0206149;2,51952;0,0226973;7,42026;0,0702262;5,06707;0,0448433;5,91388;0,0661928;1,56751;0,00442705;0,85601;0,00805239
487,5;18,5091;0,16196;15,6571;0,177472;2,62132;0,0207267;2,52181;0,022867;7,42717;0,0707274;5,07153;0,0450894;5,92043;0,0666951;1,56797;0,00445357;0,856855;0,00811724
487,6;18,5248;0,163143;15,6746;0,178511;2,62342;0,0208392;2,52411;0,0230377;7,43413;0,0712321;5,076;0,0453371;5,92703;0,0672003;1,56844;0,00448013;0,857703;0,00818235
487,7;18,5407;0,164337;15,6923;0,179558;2,62552;0,0209523;2,52643;0,0232093;7,44114;0,0717395;5,0805;0,045586;5,93368;0,067708;1,56891;0,00450673;0,858553;0,0082478
487,8;18,5568;0,165539;15,71;0,180609;2,62763;0,0210659;2,52877;0,0233815;7,44822;0,0722493;5,08503;0,0458361;5,94039;0,0682176;1,56938;0,00453337;0,859403;0,00831364
487,9;18,573;0,166748;15,7279;0,181663;2,62975;0,0211797;2,53112;0,0235541;7,45536;0,0727608;5,08958;0,0460869;5,94714;0,0687285;1,56985;0,00456006;0,860253;0,00837994
488;18,5893;0,167962;15,7459;0,18272;2,63188;0,0212937;2,53348;0,023727;7,46257;0,0732735;5,09416;0,0463384;5,95396;0,0692401;1,57032;0,00458681;0,861099;0,00844676
488,1;18,6058;0,16918;15,764;0,183776;2,63401;0,0214076;2,53586;0,0238998;7,46985;0,0737868;5,09877;0,0465903;5,96082;0,069752;1,57079;0,00461361;0,861943;0,00851416
488,2;18,6225;0,170401;15,7823;0,184833;2,63615;0,0215215;2,53825;0,0240726;7,4772;0,0743006;5,10341;0,0468425;5,96775;0,0702639;1,57125;0,00464047;0,862783;0,00858211
488,3;18,6393;0,171624;15,8006;0,18589;2,6383;0,0216352;2,54066;0,0242452;7,48462;0,0748147;5,10808;0,047095;5,97473;0,0707759;1,57172;0,00466739;0,863622;0,00865055
488,4;18,6563;0,17285;15,8191;0,186946;2,64046;0,0217486;2,54308;0,0244177;7,49211;0,0753293;5,11278;0,047348;5,98176;0,0712879;1,57218;0,0046944;0,86446;0,00871935
488,5;18,6734;0,174079;15,8378;0,188003;2,64263;0,0218618;2,54552;0,0245901;7,49966;0,0758444;5,1175;0,0476014;5,98885;0,0718002;1,57265;0,00472149;0,865298;0,00878844
488,6;18,6906;0,17531;15,8565;0,18906;2,64481;0,0219746;2,54797;0,0247623;7,50727;0,07636;5,12226;0,0478554;5,99599;0,0723127;1,57311;0,00474866;0,866137;0,00885771
488,7;18,708;0,176543;15,8753;0,190118;2,647;0,0220871;2,55043;0,0249344;7,51494;0,0768761;5,12704;0,0481099;6,00319;0,0728257;1,57357;0,00477594;0,866979;0,00892707
488,8;18,7256;0,177778;15,8943;0,191176;2,64919;0,0221991;2,55291;0,0251063;7,52267;0,0773929;5,13185;0,0483651;6,01044;0,073339;1,57404;0,00480332;0,867823;0,00899641
488,9;18,7432;0,179015;15,9133;0,192235;2,65139;0,0223106;2,5554;0,025278;7,53045;0,0779102;5,1367;0,048621;6,01775;0,0738529;1,5745;0,00483082;0,868672;0,00906564
489;18,761;0,180254;15,9324;0,193294;2,65361;0,0224216;2,55791;0,0254496;7,53829;0,0784283;5,14157;0,0488777;6,02511;0,0743675;1,57497;0,00485844;0,869527;0,00913466
489,1;18,7789;0,181494;15,9517;0,194355;2,65583;0,022532;2,56044;0,0256209;7,54618;0,0789471;5,14646;0,0491353;6,03253;0,0748827;1,57543;0,00488619;0,870387;0,00920339
489,2;18,7969;0,182738;15,971;0,195417;2,65806;0,022642;2,56297;0,0257922;7,55412;0,0794669;5,15139;0,0493937;6,03999;0,075399;1,5759;0,00491408;0,871255;0,00927181
489,3;18,8151;0,183985;15,9904;0,196482;2,66031;0,0227515;2,56553;0,0259636;7,56211;0,0799882;5,15635;0,0496532;6,04752;0,0759169;1,57637;0,00494215;0,872131;0,00933995
489,4;18,8333;0,185237;16,0098;0,197551;2,66256;0,0228608;2,5681;0,0261351;7,57015;0,0805115;5,16133;0,0499138;6,0551;0,0764369;1,57684;0,00497041;0,873016;0,00940787
489,5;18,8517;0,186495;16,0294;0,198625;2,66483;0,0229701;2,57068;0,0263071;7,57824;0,0810372;5,16634;0,0501756;6,06273;0,0769595;1,57732;0,00499889;0,873911;0,00947563
489,6;18,8702;0,187762;16,0491;0,199705;2,6671;0,0230795;2,57328;0,0264797;7,58638;0,0815658;5,17138;0,0504387;6,07041;0,0774854;1,57779;0,00502761;0,874817;0,00954327
489,7;18,8888;0,189037;16,0688;0,200792;2,6694;0,0231892;2,5759;0,0266531;7,59457;0,0820978;5,17645;0,0507032;6,07816;0,0780151;1,57828;0,00505661;0,875735;0,00961085
489,8;18,9076;0,190323;16,0886;0,201888;2,6717;0,0232994;2,57853;0,0268274;7,60281;0,0826338;5,18154;0,0509692;6,08595;0,078549;1,57876;0,0050859;0,876665;0,00967843
489,9;18,9264;0,19162;16,1085;0,202993;2,67402;0,0234101;2,58118;0,0270029;7,61109;0,0831741;5,18667;0,0512369;6,09381;0,0790879;1,57925;0,0051155;0,877609;0,00974605
490;18,9454;0,19293;16,1285;0,204109;2,67635;0,0235216;2,58384;0,0271796;7,61942;0,0837193;5,19181;0,0515062;6,10171;0,0796321;1,57975;0,00514545;0,878567;0,00981378
490,1;18,9645;0,194255;16,1486;0,205236;2,6787;0,023634;2,58651;0,0273578;7,6278;0,0842698;5,19699;0,0517772;6,10968;0,0801823;1,58025;0,00517576;0,87954;0,00988165
490,2;18,9837;0,195593;16,1688;0,206375;2,68106;0,0237473;2,58921;0,0275374;7,63623;0,0848254;5,20219;0,0520499;6,11769;0,0807381;1,58076;0,00520639;0,880528;0,00994966
490,3;19,0031;0,196944;16,189;0,207524;2,68343;0,0238614;2,59192;0,0277182;7,64471;0,0853857;5,20742;0,0523239;6,12577;0,081299;1,58127;0,00523725;0,881529;0,0100177
490,4;19,0226;0,198304;16,2094;0,208681;2,68582;0,023976;2,59464;0,0279001;7,65323;0,0859498;5,21267;0,0525988;6,13389;0,0818641;1,58179;0,00526824;0,882544;0,0100859
490,5;19,0421;0,199672;16,2298;0,209846;2,68822;0,024091;2,59738;0,0280828;7,6618;0,0865173;5,21795;0,0528742;6,14208;0,0824326;1,58231;0,00529926;0,883571;0,0101539
490,6;19,0619;0,201046;16,2504;0,211016;2,69063;0,0242062;2,60014;0,0282662;7,67041;0,0870872;5,22325;0,0531499;6,15031;0,0830036;1,58284;0,00533021;0,884609;0,0102218
490,7;19,0817;0,202423;16,271;0,212191;2,69305;0,0243215;2,60292;0,0284499;7,67907;0,0876591;5,22858;0,0534253;6,1586;0,0835765;1,58338;0,00536099;0,885659;0,0102896
490,8;19,1017;0,203802;16,2917;0,213369;2,69548;0,0244366;2,60572;0,0286338;7,68778;0,0882322;5,23393;0,0537001;6,16694;0,0841504;1,58392;0,00539149;0,886718;0,0103571
490,9;19,1218;0,205181;16,3126;0,214548;2,69792;0,0245514;2,60854;0,0288178;7,69654;0,0888059;5,2393;0,053974;6,17534;0,0847244;1,58447;0,00542163;0,887786;0,0104243
491;19,142;0,206557;16,3335;0,215727;2,70037;0,0246657;2,61137;0,0290015;7,70534;0,0893794;5,24469;0,0542465;6,18379;0,0852978;1,58503;0,00545128;0,888862;0,0104911
491,1;19,1624;0,207929;16,3545;0,216904;2,70282;0,0247794;2,61423;0,0291848;7,71419;0,0899523;5,25011;0,0545175;6,19229;0,0858698;1,58559;0,00548038;0,889947;0,0105575
491,2;19,1829;0,209297;16,3757;0,218081;2,70529;0,0248924;2,61711;0,0293677;7,72309;0,0905243;5,25555;0,0547867;6,20085;0,0864402;1,58616;0,00550888;0,891038;0,0106234
491,3;19,2036;0,210661;16,397;0,219256;2,70776;0,0250049;2,62001;0,0295501;7,73205;0,0910958;5,26102;0,0550546;6,20946;0,0870094;1,58673;0,00553682;0,892136;0,0106888
491,4;19,2244;0,212023;16,4184;0,220433;2,71024;0,0251169;2,62294;0,0297323;7,74106;0,0916672;5,26651;0,0553214;6,21814;0,0875778;1,58731;0,00556422;0,893241;0,0107538
491,5;19,2454;0,213385;16,44;0,22161;2,71274;0,0252286;2,62589;0,0299142;7,75014;0,092239;5,27203;0,0555874;6,22688;0,0881458;1,5879;0,00559113;0,894351;0,0108185
